id,comment,emotion,enjoyment,sadness,anger,fear,disgust,surprise,other
7423,đã theo dõi thỏ bảy màu từ lúc mua truyện cách đây năm mong thỏ phát triển nhiều phim hoạt hình hơn trong tương lai để hoạt hình việt nam có thể vươn tầm thế giới nhé,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
970,công lý không phải trùm hài nhưng diễn xuất của anh ấy từ sân khấu đến phim truyền hình thì phải gọi là huyền thoại,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
3380,nghe song cung buôn ghê 😥 💦,"['sadness', 'disgust']",0.0,1.0,0.0,0.0,1.0,0.0,0.0
7134,thanh ngoc,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
6748,hát live thế này thu âm còn đỉnh nữa 🤣,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
4189,ngáo and ngơ cute qué cả shiba nữa,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
4935,không biết có ai giống mình không muốn thấy mangovid show mặt quá mà không biết chừng nào thôi 😉,"['surprise', 'enjoyment']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
8608,dũng sĩ cái anh nhân viên văn phòng đó sao rồi nhỉ anh nhân viên văn phòng tiền dư thừa ngày ba bữa đủ chất lại toàn ăn đồ thượng phẩm 😊 là con sen của dàn pet cực khủng ma thú huyền thoại aka báo thủ fenrir bé sui cực cute đang bị bác fel dạy hư và sắp tới là bé rồng dora chan một dàn thần thồn buf vào họng anh ấy và dàn pet chỉ để được ăn đồ cúng,"['enjoyment', 'surprise', 'other']",1.0,0.0,0.0,0.0,0.0,1.0,1.0
2554,đủ trò lừa kiểu lừa công nhận bọn này có cái đầu thông thái thật nếu sự thông thái này mà có tâm thì thật may mắn cho xã hội,"['enjoyment', 'surprise', 'other']",1.0,0.0,0.0,0.0,0.0,1.0,1.0
1903,cũng là popy nhưng popy này khác ở trận việt nam 😂,"['surprise', 'enjoyment']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
6397,những kỹ sư và các nhà sáng chế là những đội ngũ có chất lượng và giá trị cao cho cuộc sống dần họ sẽ cải tiến và sáng hơn nữa để tạo ra những con robot hoàn hảo phục vụ cho cuộc sống của chúng ta,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
321,bé đầu tiên dễ thương qua 😍,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
67,chị chị yêu luôn đi,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,máy mua thế nào vậy anh,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
3969,nhạc của việt nam là cứ phải giật mạnh dj thì phải khoe được vú mới chịu,"['enjoyment', 'anger', 'surprise']",1.0,0.0,1.0,0.0,0.0,1.0,0.0
6266,nhớ bắp quá 💔 💕,"['sadness', 'disgust']",0.0,1.0,0.0,0.0,1.0,0.0,0.0
7965,mình thấy đáng trách cho người cha con mình dù gì đã cố gắng hết sức rồi còn không động viên con mình mà còn dẫn dắt con mình đi theo lối đi xuống đi thế quả là đáng trách,"['anger', 'disgust', 'sadness']",0.0,1.0,1.0,0.0,1.0,0.0,0.0
7924,he he việt cộng nên đưa vụ này ra liên hiệp quốc ăn vạ cho vui,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
952,hay,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
6833,thích cặp minh hoàng 💞 kiều ngân gia bảo bảo vy tuấn anh trúc anh đăng khoa anh dũng,"['enjoyment', 'other']",1.0,0.0,0.0,0.0,0.0,0.0,1.0
274,hảo phím sao thanh niên kia không trả nợ rồi xé tở sét à thanh niên đó muốn hẹo ư i,"['anger', 'disgust', 'surprise']",0.0,0.0,1.0,0.0,1.0,1.0,0.0
7814,wosi luôn đẹp trai trong mắt em ❤,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
7406,sed lật kèo 😂,"['surprise', 'enjoyment']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
8000,trời không ngờ có hẳn cả bản tất cả concert được up lên luôn lại phiên bản năm nữa cảm ơn chủ thớt lắm lắm luôn 😍,"['surprise', 'enjoyment']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
8816,nam mô anh di đà phật 🙏,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
5787,câu chuyện và giống tình cảnh mình quá tôi đã không còn hối hận kip,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
8033,độ phân giải tuyệt quá anh ạ tấu hài là chính 😊,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
4996,cho em hỏi tải sách ebok ở đâu là ổn ạ em tải mấy bản lậu trên gogle toàn thiếu hay chỉ được nửa th ạ ai biết nguồn nào đáng tin cậy chỉ em với ạ 😢,"['sadness', 'surprise', 'other']",0.0,1.0,0.0,0.0,0.0,1.0,1.0
1894,đánh đấm đá bình thường nghe đau lòng làm sao,"['anger', 'fear', 'disgust', 'other']",0.0,0.0,1.0,1.0,1.0,0.0,1.0
6959,rơi nước mắt luôn 😭,"['sadness', 'other']",0.0,1.0,0.0,0.0,0.0,0.0,1.0
7961,xưa mình trượt cả lớp bạn bè mất hết không còn ai sau đó mình cố gắng làm lại từ đầu thi đỗ cả vào trường điểm và tốt nghiệp trung học phổ thông và giờ đang làm giám sát nhân sự nên mình khuyên bật cha mẹ hãy hi vọng và động viên con mình nhé,"['sadness', 'enjoyment', 'other']",1.0,1.0,0.0,0.0,0.0,0.0,1.0
4451,bài gì vậy có ai biết không ạ,"['surprise', 'disgust', 'other']",0.0,0.0,0.0,0.0,1.0,1.0,1.0
3647,giọng đọc rất hay mình thịk nghe giọng này nhất sao giờ không ra nữa,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
8104,tôn trọng quyền nói của người khác lắng nghe phản hồi nói ngắn gọn trọng tâm đừng phán xét người khác,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
2929,rất thích nét đẹp của midu ngây thơ trong sáng khuôn mặt nhỏ nhắn như mèo vậy 😂 ☺,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
1932,hay ghê chị ạ,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,các bạn muốn mình làm về những câu đố 🧠 hay giải mã những bài toán câu hỏi nào thì hãy để lại ở phía dưới bình luận nhé 💬 đừng quên 👆 đăng ký để nhận được video sớm nhất 👌,"['enjoyment', 'surprise', 'other']",1.0,0.0,0.0,0.0,0.0,1.0,1.0
3427,p tôi thấy mấy con ma mạnh vậy,"['fear', 'surprise']",0.0,0.0,0.0,1.0,0.0,1.0,0.0
1797,anh cố lên nhé bọn em sẽ không quên anh năm thôi cố lên ❤ 😊,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
1521,những câu hỏi mà anh tun đưa ra rất hay rất đúng thực tế còn về anh đích lép thì mọi câu trả lời của anh đều sâu sắc và trưởng thành,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
551,tôi quá hiểu cốt truyện của conan rồi,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
4732,câu chuyện thật sự còn kinh dị hơn nhiều so với những gì quản trị viên kể lại và phim khắc họa,"['fear', 'disgust', 'surprise']",0.0,0.0,0.0,1.0,1.0,1.0,0.0
692,thông tin,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
1774,chân thành cảm ơn chủ kênh lan tỏa tác phẩm tái sanh đ narada dịch giả phạm kim khánh cảm ơn các bạn thính giả dành thời gian nghe sách xin được đóng góp timeline tới các bạn 🔻 thay lời tựa khởi thủy của đời sống vì sao tin có tái sanh nghiệp báo và tái sanh giải thích những gì thập nhị nhân duyên những hình thức sanh và tử cảnh giới của chúng sanh hiện tượng tử sanh cái gì đi tái sanh trách nhiệm tinh thần nghiệp chuyển lên và nghiệp chuyển xuống vấn đề nghiệp báo và tái sanh đối với người phương tây thuyết tái sanh dưới mắt những triết gia,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
4938,cuối chú cũng đã ra clip mới tui thích chú này,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,hồi xưa xem cái này cười đau bụng luôn,"['sadness', 'surprise']",0.0,1.0,0.0,0.0,0.0,1.0,0.0
3285,đọc năng suất quá nha,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
1861,hãy tạo thói quen thử thách sự kiên nhẫn và kiếm chế của mình,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
1250,mọi người hãy ủng hộ anh bạn trước khi ảnh rụng mất cọng tóc cuối cùng vì đau tim,"['sadness', 'fear', 'disgust']",0.0,1.0,0.0,1.0,1.0,0.0,0.0
1889,cũng từng bị bắt nạt lần hồi cấp do chuyển trường từ phường khác sang nhưng sau khi thằng đấy đánh mình thì mình hẹn nó ở cổng trường rồi gọi mấy đứa bạn đập tụi nó thì cũng không còn bị bắt nạt nữa mình không hiểu tại sao các em học sinh bây giờ lại cam chịu như vậy nhỉ,"['anger', 'disgust', 'fear', 'surprise']",0.0,0.0,1.0,1.0,1.0,1.0,0.0
3607,hôm qua em vừa đi thừ phi long thần tốc cũng sợ,"['fear', 'surprise']",0.0,0.0,0.0,1.0,0.0,1.0,0.0
6149,cảm ơn anh kiến thức rất bổ ích,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
7277,ngoài làm giờ sinh tồn anh em còn có thể làm clip giờ khác nhau đừng để video trùng quá nhiều anh em thành công nha ❤,"['enjoyment', 'surprise', 'other']",1.0,0.0,0.0,0.0,0.0,1.0,1.0
7072,fan từ bài giai điệu miền tây ạ,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
94,các chú bộ đội có hành động thật đẹp ❤,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
7971,đấy cả học sinh giỏi cũng có lúc áp lực và đôi lúc sẽ không đạt được kết quả cao trong khi rất nhiều bạn lại gặp may mắn khi lô tô bài nói chung bộ nên thay đổi và ra đề thi hạn chế đánh đố câu hỏi vì là một cuộc thi chung và không phải học sinh nào cũng có điều kiện được học thầy cô giỏi nên trình độ các em còn nằm trong một mức độ có hạn ở sách giáo khoa chương trình sách ngày càng khó theo cấp lớp nhưng không được giáo viên quan sát kĩ và có trình độ cao thì các em chỉ được học cơ bản thôi đến khi thi vừa áp lực mà còn gặp đề bẫy thì học sinh giỏi cũng phải ngồi suy nghĩ giải tới giải lui còn sai nói gì các em học trung bình khá đề nên là vừa sức các em nhận biết vận dụng để các em đủ sức làm bài theo khả năng và cũng hi vọng sau nửa năm đầy sự việc sảy ra thì tin tức không làm bài tốt hoàn thành tốt nghiệp và đậu đại học cao sẽ là một tin tức vui mừng đối với toàn dân việt nam các em đã học tập đầy nỗ lực đầy cố gắng đừng để câu chuyện đề khó của năm lập lại với các em và là áp lực với những em không sau này,"['sadness', 'fear', 'disgust', 'other']",0.0,1.0,0.0,1.0,1.0,0.0,1.0
4437,thích nhất là chị lili,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
8960,ra thêm nhiều video đi anh,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
7130,ca nương kiều anh,"['sadness', 'surprise']",0.0,1.0,0.0,0.0,0.0,1.0,0.0
891,thông minh nhưng báo quá báo 🤣,"['surprise', 'enjoyment']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
142,shop cho em hỏi em mua được khoảng tháng chơi rất ít nhưng giờ tay cầm không nhận được tín hiệu hoặc rất đơ rất chậm thời gian phản hồi s thì có cách nào fix không ạ,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
5225,nếu như unicron kiểu này mà xuất hiện ngay thì lại làm mình nhớ tới quả bos to vật và đần độn như một vài phim trước đó như f silver surfer gren lantern facebook gren smiling phần nhiều là những con bos quả khủng cả về size lẫn tầm mà người xem không biết được nhiều vì chỉ xuất hiện ở cuối bos kiểu này phần sau thì đẹp hơn giờ bos chính là tay sai thôi như kiểu thanos mcu darkseid của dceu,"['surprise', 'fear', 'enjoyment', 'other']",1.0,0.0,0.0,1.0,0.0,1.0,1.0
3419,chị ơi xem em không thấy phần và phần vậy ạ lúc trước em thấy vẫn có mà,"['surprise', 'disgust']",0.0,0.0,0.0,0.0,1.0,1.0,0.0
8571,giờ muốn xem lại cũng đéo có mà xem 😢,"['sadness', 'disgust']",0.0,1.0,0.0,0.0,1.0,0.0,0.0
374,làm như kim un lại hay đấy chỉ có người lãnh đạo mới có xe ô tô thì thế giới chắc cũng khác chút xíu rồi không,"['surprise', 'disgust', 'other']",0.0,0.0,0.0,0.0,1.0,1.0,1.0
2092,tự nhiên em đang coi thấy anh phong mà em hết hồn luôn,"['surprise', 'enjoyment']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
2695,ai mà nói cái này là opera thì quá sai lâm rồi phối nhạc kỳ quá nghe như nhạc trẻ chán quá thiếu tâm trạng thể hiện qua bài hát đáng lý ra nên dùng hợp xướng hay phối âm cho chuẩn người hát có giọng ổn nhưng đạo diễn và phối nhạc nền không hợp và khá tệ chọn bài hát không có trong vở nhạc kịch nữa thì làm cái gì thế này nguyên vở kịch chỉ có đoạn sau thì chút giống opera còn lại toàn giống nhạc trẻ không có chút nào tôn trọng vở nhạc kịch cả,"['anger', 'disgust', 'surprise', 'other']",0.0,0.0,1.0,0.0,1.0,1.0,1.0
5929,quản trị viên làm về điều bác hồ dạy công an nhân dân đi ạ,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
4911,anh di đà phật con hồi nhỏ đã yêu thích nghe giảng đạo phật và lớn lên con đổi theo đạo chúa jesus con kính yêu cả đạo ạ nay con nghe bài giảng của thầy hay quá ạ con chúc thầy luôn mạnh khỏe và tiếp tục truyền dạy những bài hay để hướng mọi người tới ánh sáng ạ,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
5913,em thấy mình tốt hơn rồi thầy ơi em thật sự rất biết ơn thầy mọi điều thầy dạy em không thể học được ở trường hay bất kì nới nào khác cả kiến thức thầy dạy cho em là vô giá em cảm ơn thật chúc thầy luôn vui vẻ và thành công trong cuộc sống ạ,"['enjoyment', 'other']",1.0,0.0,0.0,0.0,0.0,0.0,1.0
7647,chúc anh chị trăm năm hạnh phúc ❤ em chờ ngày nay lâu lắm rồi 🎉,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
3878,ẩn danh lâu vậy bạn,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
665,game bắt ma có ofline đâu ạ,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
3294,chị nói chuyện rất dễ hiểu đã đăng ký kênh và live 😊,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
373,việt nam đã không còn loài tê giác,"['sadness', 'surprise']",0.0,1.0,0.0,0.0,0.0,1.0,0.0
2037,lần đầu xem video của anh cơ thấy rất hay về những quan niệm của anh mong anh tiếp tục ra nhiều video hơn ạ cảm ơn anh 😆,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
837,thật sự rất đúng và ý nghĩa ở đâu đó vẫn còn con người như tôi may mắn xem được video này,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
6099,cảm ơn vừng đã làm video này nó thật sự đã truyền truyền động lực và giúp mình suy nghĩ lại về những rảo cản tâm lý mình đặt ra cho bản thân xem xong video của vừng mình cảm thấy thoái mái hơn rất nhiều chúc vừng sẽ luôn thành công trên con đường của mình,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
4105,cảm ơn đấng sáng thế cha mẹ luôn cứu dỗi và che trở cho con ạ cảm ơn kênh và bạn đọc ạ ❤,"['enjoyment', 'other']",1.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,vùng đất này thế nào cũng tranh nhau không thể thoát được 💯,"['fear', 'anger', 'disgust', 'other']",0.0,0.0,1.0,1.0,1.0,0.0,1.0
5657,năm nay có cô đẩu thấy vui cô đẩu vẫn xéo xắt như ngày nào ❤️,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
6240,chị làm về uyên ly thành viên mới của gãy đi ạ,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
1942,cho em địa chỉ ở tphcm,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
3305,chị ơi chị làm video các bóng của cá đi chị,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
5828,phải thừa nhận tôi đang dùng fast fashion và chỉ muốn đưa ra ít cách nhìn của bản thân thôi đó là loại thời trang nào hay hình thức ra sao đều nhắm tới nhóm đối tượng nhất định và đặc biệt là kinh tế của họ khoảng năm nay tôi có xem và tìm hiểu về thời trang và vẫn dùng fast vì nó tương đối rẻ nhưng chắc chắn tôi sẽ thay đổi khi điều kiện kinh tế cũng như những vấn đề xung quanh được giải quyết ổn thỏa nói chung là đâu đấy ngoài kia vẫn có nhiều người như tôi vẫn biết chút chút nhưng cần một vài điều kiện gì đó để tự tin mà thay đổi,"['sadness', 'fear', 'disgust', 'other']",0.0,1.0,0.0,1.0,1.0,0.0,1.0
944,thu quỳnh diễn đạt quá,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
4419,😂 putin thế giới điều khẳng định kẻ xâm lược một nước ừ có chủ quyền,"['anger', 'fear', 'disgust']",0.0,0.0,1.0,1.0,1.0,0.0,0.0
4905,bắt truyện nghe ngủ,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
8734,fan how much auto tune do u want hiếu hiếu y em s,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
7150,người con dân nước việt dù ở phương trời nào cung hương về tô quốc yêu thuong nay đu tôi lưu vong nhưng lòng vẫn hướng về tổ quốc yêu thuong việt nam này nguyen cầu cho tô quốc an binh muốn năm,"['sadness', 'enjoyment', 'other']",1.0,1.0,0.0,0.0,0.0,0.0,1.0
5237,hoàng luân có chia sẻ trên stream là kỷ lục dislike của vetv thời xưa là vì có hữu trung bình luận mà nhìn bây giờ rõ ràng ai cũng thấy hữu trung thay đổi tốt hơn rất nhiều so với trước tất nhiên là tùy người xem nhưng đa phần mọi người cũng đã quý ông ấy hơn bị chửi hay gì thì cũng tạm bỏ qua dù sao có mắng chửi thì mới có thay đổi nhưng nhiều khi đọc chat thấy còn lăng mẹ với trù cả blv thì nó lại là vô văn hóa rồi bớt gay gắt tiêu cực và góp ý tích cực hữu trung cũng phải từ thời tới năm sau mới được nhiều người công nhận huống gì bá điền mới còn chưa được nửa năm công tác đâu các bạn,"['sadness', 'anger', 'disgust', 'surprise']",0.0,1.0,1.0,0.0,1.0,1.0,0.0
4655,thuận vợ thuận chồng tát biển đông cũng cạn để xd gd hp cần có sự kết nối y thương ty tự nó không có sự sợ sệt xấu hổ hay che dấu ty dám chia sẽ mọi thứ với nhau thoải mái với nhau không hề sợ sệt đến một cách tự nhiên td là một món quà tốt ta sd sai thì nó không tốt ty không cắt nghĩa được diển ta được mà ai cũng cảm nghiệm được ty là gì em y anh chỉ vì đó là anh,"['enjoyment', 'surprise', 'other']",1.0,0.0,0.0,0.0,0.0,1.0,1.0
1784,giọng đọc quá hay chân thành cảm ơn và biết ơn,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
642,rosé xử lý quá tốt rất chuyên nghiệp luôn love you blackpink,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
6639,mê giọng 😆,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
7219,truyện hay mà quảng cáo nhiều quá,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
4181,bao giờ game ra mắt vậy ạ,"['surprise', 'other']",0.0,0.0,0.0,0.0,0.0,1.0,1.0
8938,không chỉ là quả ngọt ngào nho còn có lợi cho sức khỏe nếu ăn vào buổi tối,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
1605,duy tâm yêu anh 😊,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
6091,rất nhiều lần mình bật khóc khi làm sai đề toán đã giải nhiều lần học mãi vẫn quên cấu trúc ngữ pháp tiếng anh nghĩ đến xuất phát điểm của bản thân và bạn bè lại càng cảm thấy tự ti xen lẫn sự xấu hổ mình biết việc học là một chặng hành trình dài và không dễ đi nhưng nếu chinh phục được ta sẽ tự hào và biết ơn bản thân vì đã không ngừng nỗ lực và tiến về phía trước cảm ơn những chia sẻ gần gũi của vừng chúc cho chúng ta sẽ tỏa sáng với ước mơ của mình 🥰,"['sadness', 'enjoyment', 'other']",1.0,1.0,0.0,0.0,0.0,0.0,1.0
253,fờ lát bắn cận chiến như bót ấy không có tí gì gọi là kỹ năng giao tranh tầm gần haiz,"['fear', 'disgust', 'other']",0.0,0.0,0.0,1.0,1.0,0.0,1.0
1266,mặt xinh y như thiên thần lại còn có giọng hát trong sáng cai vút người con gái như vậy thì ai mà chối từ được,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
8460,cảm ơn đại chúng đã xem video chúc quý vị và gia quyến luôn mạnh khỏe và bình an cùng nhau vượt qua dịch bệnh đại chúng bấm đăng ký kênh 𝐒𝐔𝐁𝐒𝐂𝐑𝐈𝐁𝐄 để ủng hộ trang nhà phật pháp mô phật cảm niệm công đức và tri ân quý vị,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
6745,bản cover của jack hay quá đi bạn ơi cảm ơn bạn đã chia sẻ video hay quá đi ạ,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
6279,em thi rồi mong đạt được kết quả như mong muốn ạ ❤️,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
8586,việt nam ơi từ trong biển máu người vươn lên như một thiên thần ❤ 🇻🇳,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
702,thầy làm vật lý kĩ thuật đi thầy,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
4837,xem xong mà mùa hè đến không dám đi công viên nước luôn đó chị,"['fear', 'surprise']",0.0,0.0,0.0,1.0,0.0,1.0,0.0
9070,mình đã nghe lần bài này rồi,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
3319,nếu là em thì em sẽ đập cho mẹ nó nhìn đéo ra luôn 😂,"['anger', 'enjoyment']",1.0,0.0,1.0,0.0,0.0,0.0,0.0
7637,cảm ơn lời chúc của tất cả mọi người nha yêu ❤,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
8665,điện ảnh thì thượng đẳng hơn truyền hình 🐧,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
8058,tăng phúc live đỉnh quá,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
7692,định luật more thì số bóng bán đẫn thiết bị giới hạn nếu tăng quá có cái gọi đang hầm lượng tử tạo hóa ban người sức mạnh kinh khủng tại sao không khai thác nó,"['fear', 'surprise', 'disgust', 'other']",0.0,0.0,0.0,1.0,1.0,1.0,1.0
377,thành mà ra bắc diễn hài cũng đúng hài luôn 😂 cái gì ông ấy cũng diễn được giỏi ghê 👍,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
3356,mình thấy là seonghunhon rất quan tâm với jado,['enjoyment'],1.0,0.0,0.0,0.0,0.0,0.0,0.0
3350,ghiền lun rồi ❤ 🎀 😘,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
4571,giờ tối nào trước khi đi ngủ em cũng nghe anh hieu nói nghe rất súc tích đủ nội dung muốn truyền tải và vừa đủ để nghe rất lâu rồi em mới tìm được một người làm postcard nghe xong chỉ muốn folow luôn và nghe đều đặn hết các tập của anh em xin cảm ơn anh nhiều lắm ạ ❤️,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
2752,rồi thôi toan,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
7779,mình là người bình luận đầu tiên và xem đầu tiên cũng là người thả like đầu tiên nhé xưởng phim hoạt hình hay quá đi,"['enjoyment', 'surprise']",1.0,0.0,0.0,0.0,0.0,1.0,0.0
5956,mình xin link mua với,['other'],0.0,0.0,0.0,0.0,0.0,0.0,1.0
