,id,label,clean_comment,surprise,sadness,disgust,enjoyment,anger,other,fear
25,25,"['surprise', 'fear', 'anger', 'other']",đâu phải chị trong game nó nhảy từ đó xuống mà vẫn đủ 200 máu nhảy xuống thì chỉ còn 10 máu nữa thôi mà,1.0,0.0,0.0,0.0,1.0,1.0,1.0
26,26,"['enjoyment', 'surprise']",cái tháp đó giúp tui leo lên thuyền thoại 5lần rồi 😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
27,27,"['enjoyment', 'surprise']",ông này nhảy xuống bermuda land rồi xuống thung lũng lood súng à tui cũng muốn nhảy cùng anh ấy😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28,28,"['enjoyment', 'sadness', 'surprise']",chổ này anh em tui từng sinh tử ở đây 😅,1.0,1.0,0.0,1.0,0.0,0.0,0.0
29,29,"['enjoyment', 'surprise']",anh thử nhảy thử chắc vẫn con sống như phi phai 😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30,30,['other'],trong game nhảy xuống không chết còn ngoài đời thì .....,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,31,"['enjoyment', 'surprise']",ơ kìa loot đồ đi anh zai =)))),1.0,0.0,0.0,1.0,0.0,0.0,0.0
32,32,"['surprise', 'enjoyment']",fi fai sống dai thành bà nội🐧,1.0,0.0,0.0,1.0,0.0,0.0,0.0
33,33,"['enjoyment', 'surprise']",tui chơi fi fai hơi ảo tưởng 180 phút gòi😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34,34,"['enjoyment', 'surprise']",thung lũng kìa😅 đi loot đồ đi😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35,35,"['surprise', 'enjoyment']",fifai sống dai thành huyền thoại,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36,36,"['surprise', 'other']",hình như đấy là cái tháp làm nguội của một nhà máy hạt nhân hay sao ấy,1.0,0.0,0.0,0.0,0.0,1.0,0.0
37,37,"['enjoyment', 'surprise', 'other']",phi phai ngoài đời thực à😂,1.0,0.0,0.0,1.0,0.0,1.0,0.0
38,38,"['enjoyment', 'surprise']",giống i như trong free fire luôn á😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39,39,"['enjoyment', 'surprise']",trẻ trâu lửa chùa úi cổng usb:),1.0,0.0,0.0,1.0,0.0,0.0,0.0
40,40,"['enjoyment', 'surprise', 'other']",cái này không phải đơn giản . có hồn dẫn dắt người xem như đi lạc vào rừng sâu hoang dã vậy . đỉnh cao của âm nhạc là đây,1.0,0.0,0.0,1.0,0.0,1.0,0.0
41,41,"['sadness', 'fear', 'anger', 'other']","nghe mà cứ ngỡ như anh ta kể chuyện về bộ lạc của mình thời xa xưa . nơi có núi rừng bạt ngàn, con người, muông thú, .. sinh sống trong ấm lo, hạnh phúc . rồi tới 1 ngày mọi thứ tuột mất tầm tay họ do sự xâm lăng của bộ tộc khác . họ bị đuổi đi khỏi nơi bình yên đó . những người sống sót trong lúc di cư đã dùng âm nhạc này để kể lại cho con cháu mình nghe về quá khứ.",0.0,1.0,0.0,0.0,1.0,1.0,1.0
42,42,"['enjoyment', 'other']","nghe vừa có chút bi tráng, vừa có lòng tự hào dân tộc, vừa thể hiện sức mạnh tộc mình, quá hay . ps: tên bài này là promentory là nhạc phim, nhưng anh này cover lại thấy hay hơn.",0.0,0.0,0.0,1.0,0.0,1.0,0.0
43,43,"['enjoyment', 'sadness', 'other']",tuyệt vời đỉnh cao của âm nhạc tiến tiêu làm cho người nghe có cảm giác như được trở về với thời núi rừng.thời mà tôi thường vào rừng với ông ngoại để đặc bảy và săn thú.uống nước suối ở trong núi rừng . ngài đó còn đâu.ôi thật là nhớ.nhớ ngoại quá.huhu,0.0,1.0,0.0,1.0,0.0,1.0,0.0
44,44,"['enjoyment', 'surprise']",nghe xong niềm tự hào dân tộc càng cao,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45,45,"['enjoyment', 'surprise']",mỗi khi có tâm trạng tôi lại thích nghe bài này nó đem ta về một thời cổ xưa của loài người,1.0,0.0,0.0,1.0,0.0,0.0,0.0
46,46,"['sadness', 'anger', 'disgust', 'other']",vừa có oán hận vừa có đau thương vừa có cả nước mắt trong đó vừa có cả tinh thần bất phục của 1 dân tộc,0.0,1.0,1.0,0.0,1.0,1.0,0.0
47,47,['other'],tiến sáo trúc kèm thêm đạo cụ...đậm sắc dân tộc...đi vào lòng người ....,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,48,"['enjoyment', 'surprise']","nghe như mình đang sống thời kỳ trước công nguyên, bài tiêu ẩn chứa nhiều thứ, rất tuyệt vời",1.0,0.0,0.0,1.0,0.0,0.0,0.0
49,49,"['sadness', 'disgust', 'other']",nghe thấy não lòng mà thâm thúy quá . hẳn là 1 câu truyện rất buồn và đau khổ đã xảy ra sau bài hát.,0.0,1.0,1.0,0.0,0.0,1.0,0.0
50,50,"['enjoyment', 'sadness', 'surprise']",tôi như đang lạc vào một nơi như truyện cổ tích 😌😔 thank you 🙏,1.0,1.0,0.0,1.0,0.0,0.0,0.0
51,51,"['enjoyment', 'surprise']",mỗi lần nghe bài bài lại tự thả lòng về nơi riêng một 1 mình tôi và nơi đó rất thản lòng...so với cái thế gian này,1.0,0.0,0.0,1.0,0.0,0.0,0.0
52,51,"['enjoyment', 'surprise', 'other']",mỗi lần nghe bài bài lại tự thả lòng về nơi riêng một 1 mình tôi và nơi đó rất thản lòng...so với cái thế gian này,1.0,0.0,0.0,1.0,0.0,1.0,0.0
53,52,"['enjoyment', 'surprise']",2020 đẳng cấp nó vẫn là mãi mãi sống theo thời gian 👍,1.0,0.0,0.0,1.0,0.0,0.0,0.0
54,53,"['enjoyment', 'surprise']","nhạc hay quá! quá đẳng cấp, nghe nổi hết da gà . nổi đau người da đỏ mochigan khi bị mất lãnh thổ",1.0,0.0,0.0,1.0,0.0,0.0,0.0
55,54,"['enjoyment', 'surprise']","đây là nhạc phẩm trong phim the last of the mohicans, phim lâu rồi, nhưng rất hay .😊",1.0,0.0,0.0,1.0,0.0,0.0,0.0
56,55,"['sadness', 'fear', 'other']",bị quấn hồn vào tiếng khóc kêu oan của rất nhiều người...nỗi khổ vạn sầu,0.0,1.0,0.0,0.0,0.0,1.0,1.0
57,56,"['enjoyment', 'surprise']",hay! đẳng cấp 👍 mở bài này mà đi ngủ thì dễ chìm vào giấc ngủ👌😌😝,1.0,0.0,0.0,1.0,0.0,0.0,0.0
58,57,"['enjoyment', 'surprise']",nghe cảm xúc quá . giống như mình đang ở thế giới khác vậy.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
59,58,"['enjoyment', 'surprise']","nghe mà cứ nổi gai ốc lên, quá hay, quá hồn!",1.0,0.0,0.0,1.0,0.0,0.0,0.0
60,59,"['enjoyment', 'surprise', 'other']",nghe bài này xong .. loài người mình nên thức tỉnh .. yêu thương thiên nhiên hơn,1.0,0.0,0.0,1.0,0.0,1.0,0.0
61,60,"['enjoyment', 'surprise']",hội chợ tour du lịch trong nước và ngoài nước thật hấp dẫn tour đi du thuyền mua một tặng một có lấy quá! 👍,1.0,0.0,0.0,1.0,0.0,0.0,0.0
62,62,"['surprise', 'enjoyment', 'other']",video chia sẽ cập nhật giá vé du lịch trong nước cũng như ngoài nước rất hữu ích,1.0,0.0,0.0,1.0,0.0,1.0,0.0
63,70,"['enjoyment', 'surprise']","c2: chị dâu tốt lắm á, cậu hãy trân trọng chị ấy nhée",1.0,0.0,0.0,1.0,0.0,0.0,0.0
64,71,['enjoyment'],c1: ừm mình cũng đồng tình 😊,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,72,"['enjoyment', 'surprise']",c1: đồng tình😂🤣😅,1.0,0.0,0.0,1.0,0.0,0.0,0.0
66,73,['enjoyment'],"c1: đồng ý, đồng ý👍",0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,74,"['enjoyment', 'surprise']",c1 sức sắc lun,1.0,0.0,0.0,1.0,0.0,0.0,0.0
68,75,"['enjoyment', 'surprise']",c3: tròi ơi chị chơi luôn đi chế:)),1.0,0.0,0.0,1.0,0.0,0.0,0.0
69,76,"['enjoyment', 'surprise']",c3: chị yêu luôn đi,1.0,0.0,0.0,1.0,0.0,0.0,0.0
70,77,"['enjoyment', 'surprise']",c1 cho chị 1 like nha nhưng hóng drama thì phải xem xét nhiều mặt thì hơi quá,1.0,0.0,0.0,1.0,0.0,0.0,0.0
71,78,"['enjoyment', 'surprise']",c1: đồng tình,1.0,0.0,0.0,1.0,0.0,0.0,0.0
72,79,"['enjoyment', 'surprise']",c2 😊 cho chị dâu thật tuyệt vời chị ơi! chị mua đôi giày 1 triệu 200 nghìn á để tặng chị dâu là chuẩn quá!! 👍,1.0,0.0,0.0,1.0,0.0,0.0,0.0
73,80,"['enjoyment', 'surprise']",:) ủa mà làm nhiều bánh vậy ai ăn vậy page?,1.0,0.0,0.0,1.0,0.0,0.0,0.0
74,81,"['enjoyment', 'surprise']",c1: ủa tưởng mấy bình luận đó chủ yếu đùa:)???,1.0,0.0,0.0,1.0,0.0,0.0,0.0
75,82,"['surprise', 'enjoyment']",trễ 6 tiếng:),1.0,0.0,0.0,1.0,0.0,0.0,0.0
76,83,['other'],4c thì đã có 3 cái cũ rồi,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,84,['anger'],trễ 41 phút=v,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,85,"['surprise', 'other']",đầu🤧😆,1.0,0.0,0.0,0.0,0.0,1.0,0.0
79,86,['other'],c3: đăng lại truyện cũ à page,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80,87,"['surprise', 'other']",mai tui thi rồi mọi người chúc tui đi (^- <),1.0,0.0,0.0,0.0,0.0,1.0,0.0
81,88,['other'],c3 sao quản trị viên đăng lại vậy,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,90,"['enjoyment', 'surprise', 'other']","tổ quốc biết ơn các con❤chúc các con luôn mạnh khỏe, chân cứng đá mềm, bình an ",1.0,0.0,0.0,1.0,0.0,1.0,0.0
83,91,"['enjoyment', 'surprise']",hành động đẹp của các chú bộ đội 😊❤,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84,92,"['sadness', 'enjoyment', 'other']",xem cảnh này rồi thì biết bao kỉ niệm ùa về 😢! đừng nghe người khác nói đi nghĩa vụ là mệt là khổ cực nhưng có được 2 năm kĩ niệm đẹp bên đồng đội được học những cái mới có nhiều bạn mới! ,0.0,1.0,0.0,1.0,0.0,1.0,0.0
85,93,"['enjoyment', 'surprise']",tình quân dân trong thời bình và thời chiến được bộ đội thể hiện rõ❤👍,1.0,0.0,0.0,1.0,0.0,0.0,0.0
86,94,"['enjoyment', 'surprise', 'other']",chả bức tranh nghệ thuật nào mà đẹp như hình ảnh chú bộ đội việt nam trên tay khẩu súng mà hành quân cả ❤ . nhìn mà xúc động làm sao ấy ,1.0,0.0,0.0,1.0,0.0,1.0,0.0
87,95,"['enjoyment', 'surprise']",thương lắm nghĩa tình quân và dân,1.0,0.0,0.0,1.0,0.0,0.0,0.0
88,96,"['enjoyment', 'sadness']",mấy chú bộ đội dễ thương quá (nhà có đứa em cũng đang đi bộ đội) hy vọng những anh em luôn luôn bình an…❤️️,0.0,1.0,0.0,1.0,0.0,0.0,0.0
89,97,['enjoyment'],đúng là những chú bộ đội vô cùng là có tấm lòng nhân hậu và tốt bụng mà.đã bt là mình đang ở nhờ nhà dân nên mới giúp đỡ cho người dân ấy chứ.xin cảm ơn những chú bộ bội dũng cảm đã đứng ra để bảo vệ đất nước để đất nc mới có được như ngày hôm nay nhà❤️,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,98,"['enjoyment', 'surprise']",mấy chú bộ đội có hành động cực đẹp ❤,1.0,0.0,0.0,1.0,0.0,0.0,0.0
91,99,"['enjoyment', 'surprise']","bộ đội việt nam vẫn vậy, mình yêu bộ đội từ khi bé xíu ❤",1.0,0.0,0.0,1.0,0.0,0.0,0.0
92,100,['other'],cảm phục các chú bộ đội,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,101,"['enjoyment', 'surprise', 'other']","năm 2012 tôi cũng đi diễn tập ở mây tàu đồng nai để 1 tháng sau ra quân, tôi cũng ở như các đồng chí bây giờ, xong 1 tháng sau ra quân tôi cưới luôn con gái chủ nhà chúng tôi đã có 2 đứa con.😁",1.0,0.0,0.0,1.0,0.0,1.0,0.0
94,102,"['enjoyment', 'surprise']",không thể nào tả được cảm giác này ❤,1.0,0.0,0.0,1.0,0.0,0.0,0.0
95,103,"['enjoyment', 'sadness']",một thời đi bộ đội hành quân.ôi h nhớ lại thấy bao kỷ niệm.chúc các đồng chí dồi dào sức khỏe chân cứng đá mềm nha,0.0,1.0,0.0,1.0,0.0,0.0,0.0
96,104,"['enjoyment', 'surprise']",các chú bộ đội có hành động thật đẹp ❤,1.0,0.0,0.0,1.0,0.0,0.0,0.0
97,105,"['enjoyment', 'surprise']",đây là lực lượng dân quý dân thương nhất ❤,1.0,0.0,0.0,1.0,0.0,0.0,0.0
98,106,"['enjoyment', 'surprise', 'other']",nhìn mây chú bô ₫ôi giông ngày xua dây cung là trung cho bác hô và viet nam🥰🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳👍😍😻🌙,1.0,0.0,0.0,1.0,0.0,1.0,0.0
99,107,['enjoyment'],tôi luôn có cái nhìn rất riêng về các anh bộ đội cụ hồ kính trọng . yêu thương và gần gũi,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,108,"['enjoyment', 'surprise']",vậy sao chúng ta không học hỏi các chú bộ đội . người có văn hóa đi đâu cũng có người thương,1.0,0.0,0.0,1.0,0.0,0.0,0.0
101,109,"['enjoyment', 'surprise']","đúng là chuẩn tác phong quân đội, xem clip mà thương và nể phục các bạn lắm",1.0,0.0,0.0,1.0,0.0,0.0,0.0
102,110,"['enjoyment', 'surprise']",cam mỹ 😂,1.0,0.0,0.0,1.0,0.0,0.0,0.0
103,112,"['surprise', 'other']",cambodia nhưng nó lạ lắm,1.0,0.0,0.0,0.0,0.0,1.0,0.0
104,113,"['enjoyment', 'surprise', 'other']",mong rằng mọi người sẽ thích những sản phẩm này trong album của mình!!! cùng đợi mời trầu nhé <3 - nhất thân - ái nộ - mời trầu -??? -???,1.0,0.0,0.0,1.0,0.0,1.0,0.0
105,114,"['surprise', 'enjoyment']",hay quá anh masiu ơi .... ủa nhầm anh masew ơi.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
106,115,"['enjoyment', 'surprise']",lâu lâu mới thấy 1 siêu phẩm thực sự đỉnh thế này .. tuyệt vời,1.0,0.0,0.0,1.0,0.0,0.0,0.0
107,116,"['sadness', 'fear', 'other']","người đi xa có nhớ chăng? dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ba lời cuội nhăng nha đừng để à í anh í anh đừng dối em ơi, toàn là văn thôi 1 lần đau thôi anh đủ mệt rồi đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai khói sương thật mơ màng chết trong sự ngỡ ngàng đôi ba lời câu hình thức ta ngân nga để lại cho nàng rồi giờ này nàng cùng với ai? chẳng còn ngày nào mặn nồng với ta đời sang trang linh hồn lang thang phận này ngang ngang một mình lướt trên con đò tình tang tang giai điệu ngân vang từ biệt nhân gian à ý aa người đi xa có nhớ chăng? dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ba lời cuội nhăng nha đừng để anh í anh í anh đừng dối em ơi, toàn là văn thôi 1 lần đau thôi anh đủ mệt rồi đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai",0.0,1.0,0.0,0.0,0.0,1.0,1.0
108,118,"['enjoyment', 'surprise']","quá tuyệt vời, từng giai âm được chỉnh chu đến mức không còn gì để chê được . giọng bạn hát gọi là sự pha trộn hoàn hảo giữa kĩ thuật và cảm xúc.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
109,121,"['disgust', 'other']",nhức cái nách thiệt chớ masew ơi,0.0,0.0,1.0,0.0,0.0,1.0,0.0
110,122,"['enjoyment', 'surprise']",đỉnh cao của masew là remix tiếng nhạc có tiếng nhạc cụ âm nhạc như sáo và đàn thập lục...quá đỉnh!,1.0,0.0,0.0,1.0,0.0,0.0,0.0
111,123,"['sadness', 'other']","lyrics: người đi xa có nhớ chăng? dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ba lời cuội nhăng nha đừng để à í anh í anh đừng dối em ơi, toàn là văn thôi 1 lần đau thôi anh đủ mệt rồi đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai khói sương thật mơ màng chết trong sự ngỡ ngàng đôi ba lời câu hình thức ta ngân nga để lại cho nàng rồi giờ này nàng cùng với ai? chẳng còn ngày nào mặn nồng với ta đời sang trang linh hồn lang thang phận này ngang ngang một mình lướt trên con đò tình tang tang giai điệu ngân vang từ biệt nhân gian à ý aa người đi xa có nhớ chăng? dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ba lời cuội nhăng nha đừng để anh í anh í anh đừng dối em ơi, toàn là văn thôi 1 lần đau thôi anh đủ mệt rồi đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai chúc các cậu 1 ngày vui vẻ!",0.0,1.0,0.0,0.0,0.0,1.0,0.0
112,124,"['enjoyment', 'surprise']",giờ mới có dịp nghe nhạc của anh . kết hợp giữa nhạc dân gian và hiện đại đúng là đẳng cấp quá anh ạ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
113,125,"['enjoyment', 'surprise']",kết hợp nhạc cụ dân tộc nghe rất thiên nhiên,1.0,0.0,0.0,1.0,0.0,0.0,0.0
114,126,"['enjoyment', 'surprise']",quá là hay:)) mong anh có ra nhiêu sản phẩm thành công hơn nữa:)),1.0,0.0,0.0,1.0,0.0,0.0,0.0
115,127,"['sadness', 'anger', 'other']","lyrics người đi xa có nhớ chăng? dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về? lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa! đừng hứa đôi ba lời cuội nhăng nha đừng để à í anh í a~ đừng dối em ơi, toàn là văn thôi .. 1 lần đau thôi anh đủ mệt rồi! đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai! - - - - - - - - - - - - - - - - - - - khói sương thật mơ màng .. chết trong sự ngỡ ngàng .. đôi ba lời câu hình thức ta ngân nga để lại cho nàng rồi giờ này nàng cùng với ai? chẳng còn ngày nào mặn nồng với ta .. đời sang trang linh hồn lang thang phận này ngang ngang một mình lướt trên con đò tình tang tang giai điệu ngân vang từ biệt nhân gian à ý a~ - - - - - - - - - - - - - - - - - - - người đi xa có nhớ chăng? dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về? lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ba lời cuội nhăng nha đừng để anh í anh í a~ đừng dối em ơi, toàn là văn thôi 1 lần đau thôi anh đủ mệt rồi! đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai~ end",0.0,1.0,0.0,0.0,1.0,1.0,0.0
116,129,"['sadness', 'anger', 'fear', 'other']","ái nộ 🎤: người đi xa có nhớ chăng dòng thư tay lời hỏi thăm vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về...lệ dần phai theo tháng năm lời biệt ly sao khó khăn vùi đầu trong chăn gối mong được nói hết tâm tư này đừng dối em ơi đừng lừa em ơi đừng vờn con tim anh như trò đùa đừng hứa đôi ta mình cuội nhăng nha đừng để - à ..... í ..... anh ..... í .... anh đừng dối em ơi, toàn là văn thôi một lần đau thôi anh đủ mệt rồi đừng hứa thêm chi lệ dài trên mi đừng để anh hóa ma lai",0.0,1.0,0.0,0.0,1.0,1.0,1.0
117,130,"['sadness', 'surprise', 'other']","[em] người đi xa có nhớ chăng [d] dòng thư tay, lời hỏi thăm [chị] vài câu ca dưới ánh trăng mờ hôm [am] đó có [d] ai đang trở về [em] lệ dần phai theo tháng năm [d] lời biệt ly sao khó khăn [chị] vùi đầu trong chăn gối mong được [am] nói hết [d] tâm tư này . đừng [em] dối em ơi, đừng lừa em ơi đừng [d] vờn con tim anh như trò đùa đừng [chị] hứa đôi ba lời cuội nhăng nha đừng [am] để à í [d] anh í a. đừng [em] dối em ơi, toàn là văn thôi [d] một lần đau thôi anh đủ mệt rồi đừng [chị] hứa thêm chi lệ dài trên mi đừng [am] để anh [d] hóa ma lại . [em] khói sương thật mơ màng, chết trong sự ngỡ ngàng đôi [d] ba lời câu hình thức ta ngân nga để lại cho nàng [chị] rồi giờ này nàng cùng với ai chẳng [am] còn ngày nào mặn [d] nồng với ta . [em] đời sang trang linh hồn lang thang phận này ngang [d] ngang một mình lướt trên con đò [chị] tình tang tang giai điệu ngân vang từ biệt nhân [am] gian à í anh [d] anh",1.0,1.0,0.0,0.0,0.0,1.0,0.0
